Eligebloque,Tipo,Span,Estimulo,Respuesta,Letra,CorRec,ensayos.thisRepN,ensayos.thisTrialN,ensayos.thisN,ensayos.thisIndex,ensayosejem.thisRepN,ensayosejem.thisTrialN,ensayosejem.thisN,ensayosejem.thisIndex,span2.thisRepN,span2.thisTrialN,span2.thisN,span2.thisIndex,ensayos2.thisRepN,ensayos2.thisTrialN,ensayos2.thisN,ensayos2.thisIndex,span3.thisRepN,span3.thisTrialN,span3.thisN,span3.thisIndex,ensayos3.thisRepN,ensayos3.thisTrialN,ensayos3.thisN,ensayos3.thisIndex,span4.thisRepN,span4.thisTrialN,span4.thisN,span4.thisIndex,ensayos4.thisRepN,ensayos4.thisTrialN,ensayos4.thisN,ensayos4.thisIndex,span5.thisRepN,span5.thisTrialN,span5.thisN,span5.thisIndex,ensayos5.thisRepN,ensayos5.thisTrialN,ensayos5.thisN,ensayos5.thisIndex,span6.thisRepN,span6.thisTrialN,span6.thisN,span6.thisIndex,ensayos6.thisRepN,ensayos6.thisTrialN,ensayos6.thisN,ensayos6.thisIndex,text_4.started,text_4.stopped,text_6.started,text_6.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_5.started,text_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Bloque2.xlsx,Operation,3,( 4 + 7 ) × 2 = 22,right,B,"['j', 'm', 'b']",,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.8447946999804,None,right,1,2.3284906999906525,177.8447946999804,None,180.1979343999992,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque2.xlsx,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.19766319997143,None,"['j', 'm', 'b']",1,"[1.6486457000137307, 1.9175234000431374, 2.5522388000390492]",181.19766319997143,None,space,2.3286270999815315,181.68396739999298,None,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque3.xlsx,Operation,3,( 3 + 6 ) × 5 = 43,right,Z,None,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.83951789996354,None,left,0,2.5858083000057377,185.83951789996354,None,188.4583320999518,None,,,,,,,,,,,,184.04034569999203,None,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque3.xlsx,Operation,3,( 6 - 1 ) × 3 = 19,right,F,None,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.7596563999541,None,left,0,1.8974089000257663,189.7596563999541,None,191.69467169995187,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque3.xlsx,Operation,3,( 4 + 2 ) × 4 = 23,right,T,"['z', 'f', 't']",,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.99827809998533,None,left,0,1.760660200030543,192.99827809998533,None,194.78804590000072,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque3.xlsx,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.79713029996492,None,"['z', 'f', 't']",1,"[1.4627951000002213, 1.850883300008718, 2.126996800012421]",195.79713029996492,None,space,2.651027800049633,196.26659089996247,None,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque1.xlsx,Operation,4,( 6 + 2 ) × 1 = 8,right,D,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,200.8033904999611,None,right,1,2.0093984000268392,200.8033904999611,None,202.8518462999491,None,,,,,,,,,,,,198.97244129999308,None,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque1.xlsx,Operation,4,( 4 - 3 ) × 5 = 5,left,V,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,204.14001139998436,None,right,0,1.6341869000461884,204.14001139998436,None,205.79628259997116,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque1.xlsx,Operation,4,( 3 - 1 ) × 5 = 10,left,M,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,207.09900639997795,None,right,0,1.498829599993769,207.09900639997795,None,208.62118019995978,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque1.xlsx,Operation,4,( 6 - 1 ) × 1 = 6,left,P,"['d', 'v', 'm', 'p']",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,209.91325439995853,None,left,1,2.752451100037433,209.91325439995853,None,212.68459049996454,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
